host_id,text,interestsTastes,lifeMottoValues,workEducation,relationships,personality,originResidence,travel,hospitality,other
21332030,"I'm a California transplant loving all that Chicago has to offer, whether it's at the slew of outdoor music festivals, trying a new neighborhood restaurant, or sipping up some local craft beers.",1,0,0,0,0,1,0,0,0
4010906,"The Elect Lady Grayer is the Founder of the Works of Elohim International Inc.  She is the Director of the Omega Mansion/Bronzeville, an Entrepreneur and Author of Books: ""Don't Shoot - I'm Already Wounded,"" ""Morning Glory,"" - Book of Poems, ""A Mother's Love"" - Keep Sake Journal, and ""Come and Dine"" - A soulful Cook Book, and others to come.",0,0,1,0,0,0,0,0,0
4010906,Passionate Worshippers of Yeshua/Jesus.,0,0,0,0,0,0,0,0,0
14008508,"Hello, I'm Mat Meadows and I've been the General Manager at Chicago Getaway Hostel for a little over 5 years.",0,0,1,0,0,1,0,1,0
14008508,"I've lived in Chicago since 2006, and now call the Uptown neighborhood of Chicago home.",0,0,0,0,0,1,0,0,0
14008508,I live with my dog Maggie and am always on the run.,0,0,0,1,0,0,0,0,0
14008508,"In addition to working in a career I love - entertaining, eating out, trying new bars, traveling, Volkswagen cars, vintage Holiday Inn memorabilia and hitting the gym often.",1,0,1,0,0,0,1,0,0
14008508,Myself and the great team of Chicago Getaway Hostel look forward to welcoming you to the Windy City and showing you all the city has to offer.,0,0,0,0,0,1,0,1,0
14008508,Our top-rated Chicago will make you feel at home.,0,0,0,0,0,1,0,1,0
5760690,Lawyer by day; musician by evening; socialite by night.,1,0,1,0,0,0,0,0,0
5760690,"I enjoy all the unique benefits of living in Chicago: the cultural scene (like the Chicago Symphony and resident dance companies), the diversity of people (especially because I live in Lakeview/Boystown), the sights (like the shores of Lake Michigan and stunning skyscrapers), the food offerings (like the great restaurants in the West Loop and the cheap eats in Lincoln Park), and the night life (like my neighborhood bars/clubs and swankier places downtown).",1,0,0,0,0,1,0,0,0
22377801,"I am an easy going, intellectually curious, and friendly person.",0,0,0,0,1,0,0,0,0
22377801,I am the guy at the hotel or airport lounge starting conversations with other travelers.,0,0,0,0,1,0,0,0,0
22377801,I enjoy spending time with my family and friends.,1,0,0,1,0,0,0,0,0
22377801,"Also, I enjoy writing and have several published books.",1,0,0,0,0,0,0,0,0
22377801,One was a best seller.,0,0,0,0,0,0,0,0,1
22377801,Photography is a favorite hobby of mine.,1,0,0,0,0,0,0,0,0
22377801,I am a professional project manager.,0,0,1,0,0,0,0,0,0
22377801,I work as a consultant managing fairly large and expensive ERP projects for medium to large organizations.,0,0,1,0,0,0,0,0,0
3441704,I am a professional classical musician freelancing throughout the Midwest.,0,0,1,0,0,0,0,0,0
3441704,"Originally from Ann Arbor, Michigan, I ended up in Chicago after attending Northwestern for graduate school. ",0,0,1,0,0,1,0,0,0
35957542,20 something tech engineer living in the city. ,0,0,1,0,0,0,0,0,0
7958886,"I'm super clean, organized.",0,0,0,0,1,0,0,0,0
7958886,I'm offering my apt just specifically days when I'm abroud traveling .,0,0,0,0,0,0,0,1,0
7958886,! ,0,0,0,0,0,0,0,0,1
5536302,"The night we decided to open our home to others on Airbnb, we had just suffered a tough pub trivia loss (insert plug here for Tuesdays at Simone's  Bar in Pilsen).",0,0,0,0,0,0,0,1,0
5536302,"We stopped for ice cream cookie sandwiches at Insomnia Cookies, came home, and ate them while reading the poetry of Dylan Thomas.",1,0,0,0,0,0,0,0,0
5536302,That's us in a nutshell.,0,0,0,0,0,0,0,0,0
5536302,"We have both lived and traveled abroad, know and appreciate the experience of meeting and connecting with others, and in that spirit, we'd love to share our home with you. ",0,0,0,1,0,0,1,1,0
4027880,We are a married couple living and working in Chicago.,0,0,0,1,0,1,0,0,0
4027880,We both love running and traveling (and preferably both at the same time).,1,0,0,0,0,0,1,0,0
4027880,"When we travel we like to stay in unique places and experience the city we're in like locals, so we want to give people visiting Chicago the opportunity to do that as well.",0,0,0,0,0,0,1,0,0
1651592,I am from Chicago and I work for the fire dept here.,0,0,1,0,0,1,0,0,0
1651592,I love to travel and enjoy great people around who love a good intellectual conversation.,0,0,0,0,1,0,1,0,0
1651592,I recently picked up a new sport of boxing.,1,0,0,0,0,0,0,0,0
14969803,I'm a vivacious 25 year old with a passion for meeting new people and having all sorts of adventures.,1,0,0,0,1,0,0,0,0
14969803,"I enjoy doing almost any activity including, but not limited to: soccer, football, festivals, museums, architecture tours, travel, playing darts & pool and many others.",1,0,0,0,0,0,1,0,0
14969803,"My grandma and I purchased the condo in July of this year and have been on Airbnb ever since as a way to help with the mortgage.  
",0,0,0,1,0,0,0,0,0
5067554,"26 year old 
Female
Like to go out, have fun,, volunteer for Lurie Children's Hospital
Hard worker- always networking in the Chicago startup scene
Foodie
Enjoy being active in the city
Big Cubs and Blackhawks fan",1,0,0,0,1,1,0,0,0
1334363,"I love to travel - frequent U.S. coasts, been to Europe, Caribbean, South America.",0,0,0,0,0,0,1,0,0
1334363,Have had the pleasure of staying at many unique hotels & residences and try to incorporate great ideas into my places.,0,0,0,0,0,0,1,1,0
1334363,I've been hosting since I was a toddler!,0,0,0,0,0,0,0,1,0
1334363,"I grew up helping out with guests with my mom's beach house rental service, worked with it through college and now enjoy hosting in Chicago.",0,0,0,0,0,1,0,1,0
1334363,"Spend more time at restaurants than the gym, but there's just too many great places in Chicago's ever-changing restaurant landscape!",1,0,0,0,0,1,0,0,0
1334363,Very experienced host -  (new to this site) that tries to exceed expectations and provide a top notch travel experience.,0,0,0,0,0,0,0,1,0
1334363,Enjoy hosting international travelers - always trying to practice hello in another language!,0,0,0,0,0,0,0,1,0
4131035,We are a couple both born and raised in Illinois but have traveled extensively.,0,0,0,1,0,1,1,0,0
4131035,We are silly but very hard workers and get really excited about people and their ideas.,0,0,1,0,1,0,0,0,0
4131035,"We are in the midst of redefining our professional lives through connecting with others, taking care of them, sharing their stories and making connections for them.",0,0,1,0,0,0,0,0,0
4131035,"We love music, art, photography, food, biking, animals, movement, and making new friends. ",1,0,0,0,0,0,0,0,0
7519116,"Meet our family:

Glenda, from Italy, university researcher (immigration and refugee issues)
Tony, from Chicago, radio producer (cultural programs)
Giulio, from Chicago, CTA trains expert and Ninja fan",0,0,1,1,0,1,0,0,0
2123604,I live part of the year in Chicago and  the other in Buenos Aires where I own a small business.,0,0,0,0,0,1,0,0,0
2123604,Travel is a passion of mine and I try to visit new places as often as I can. ,0,0,0,0,0,0,1,0,0
13583715,"I'm a master student in Northwestern university, I live with my fiancé, a law school student in University of Chicago.",0,0,1,1,0,0,0,0,0
5918937,Experienced travelers who like to get off the beaten path.,0,0,0,0,0,0,1,0,0
9510172,"Hi, I'm Russ.",0,0,0,0,0,0,0,1,0
9510172,I currently travel quite a bit for my work (with I love) which is helping groups and teams unleash more creativity and innovation.,0,0,0,0,0,0,1,0,0
9510172,"I have a traveler's soul and I enjoy meeting good people, seeing great theater and eating great food.",1,0,0,0,0,0,1,0,0
9510172,I will be traveling back and forth to Australia the next few months for work and am looking to find some great places to stay to get a sense of what some of the local neighborhoods are like. ,0,0,0,0,0,0,1,0,0
16169014,"I live very much in the moment, and love the excitement of moving to new cities when I find myself getting stir crazy.",0,0,0,0,1,0,0,0,0
16169014,"I think lacing up and going on a run is the best way to explore, and after three years of living in Chicago, I still have a lot of interesting ground to cover!",1,0,0,0,0,1,0,0,0
16169014,"I have a Belgian Malinois rescue, who is afraid of everything, but loves the sound of dogs barking on the TV.    ",0,0,0,1,0,0,0,0,0
32390928,"I'm woman living in Chicago, working a on a Master Degree in Human Resource Management.",0,0,1,0,0,1,0,0,0
32390928,I love my city and willing to show visitor around if I'm available.,0,0,0,0,0,0,0,1,0
32390928,"I like movies, music, concerts, golf, traveling and meeting new people.",1,0,0,0,0,0,1,0,0
32390928,"I consider myself a Bohemian and I get alone with everyone.  

",0,0,0,0,1,0,0,0,0
11375921,Hey!,0,0,0,0,0,0,0,1,0
11375921,I'm excited to meet you.,0,0,0,0,0,0,0,1,0
11375921,Here's a little bit about me.,0,0,0,0,0,0,0,1,0
11375921,I'm an all around entrepreneur.,0,0,1,0,0,0,0,0,0
11375921,"For years I sold gaming and collectibles in my own stores, on several websites, and on Ebay and Amazon.",0,0,1,0,0,0,0,0,0
11375921,"I've also been a Lyft driver and mentor for the last year or so, driving around town sharing stories and meeting new people.",0,0,1,0,0,0,0,0,0
11375921,"I'm also a dad, so you may run into two adorable tiny humans during your stay.",0,0,0,1,0,0,0,0,0
11375921,I love BBQ and whiskey and checking out new bars and restaurants.,1,0,0,0,0,0,0,0,0
11375921,Also living here is my friend Kathy.,0,0,0,1,0,0,0,0,0
11375921,She's also a Lyft driver and is currently finishing up nursing school.,0,0,1,0,0,0,0,0,0
11375921,She likes to play guitar and bake chocolate chip cookies (but not at the same time).,1,0,0,0,0,0,0,0,0
11375921,I have two friendly laboradors (Bailey and Baxter) and Kathy has a timid cat (Elphie).,0,0,0,1,0,0,0,0,0
11375921,"We are typically up early for work, as are the dogs.",0,0,0,1,0,0,0,0,0
11375921,We certainly try to keep noise to a minimum but light sleepers should be warned.,0,0,0,0,0,0,0,1,0
11375921,My children also visit every Wednesday during the day (after 9am).,0,0,0,1,0,0,0,0,0
11375921,They're little so we're still working on being quiet when people are sleeping.,0,0,0,1,0,0,0,1,0
11375921,If you know you need a late sleep let us know and we can come back to the house a little later in the morning.,0,0,0,0,0,0,0,1,0
11375921,I hope you'll enjoy your stay in my awesome Buena Park apartment!,0,0,0,0,0,1,0,1,0
11375921,The neighborhood is great with just about anything you need close by.,0,0,0,0,0,0,0,1,0
11375921,If you need help with anything during your stay please do not hesitate to ask.,0,0,0,0,0,0,0,1,0
11375921,"Stasch


Lyft free ride ($20 off/new user only): BEOURGUEST
Uber free ride ($20 off/new user only): j1w3m
Instacart ($10 off first order): STASCHK1
Drizly ($5 off first order): AIRBNB
Washio ($25 off first order): STASCH64339F967
",0,0,0,0,0,0,0,1,0
1407749,"Young professional is the term, right?",0,0,1,0,0,0,0,0,0
1407749,Love traveling and meeting new people.,0,0,0,0,0,0,1,0,0
1407749,Happy to live in such a great city as Chicago.,0,0,0,0,0,1,0,0,0
1407749,"Live and work in the city for many years, and never get tired of rediscovering its music, food, events, and awesome authentic neighborhoods.",1,0,1,0,0,0,0,0,0
1407749,"Personally, had nothing but a positive experience with AirBnB anywhere I went, in the States or Europe.",0,0,0,0,0,0,1,1,0
1407749,So decided to share my place with the same wanderlust type of people like myself.,0,0,0,0,0,0,0,1,0
1407749,"Would gladly suggest you the things to do and places to see, even some cool hidden gems.",0,0,0,0,0,0,0,1,0
1407749,Enjoy your travels!,0,0,0,0,0,0,0,1,0
1407749,- Best things in life aren't things. ,0,1,0,0,0,0,0,0,0
29460365,"I am working professional in Chicago and love to meet new people, explore the city, and spend time with my friends and family.",1,0,1,1,0,1,0,0,0
29460365,"In the summer I like to catch a Cubs game, grill out, or go to concerts.",1,0,0,0,0,0,0,0,0
29460365,Looking forward to hearing from you! ,0,0,0,0,0,0,0,1,0
15616603,"I'm a geek at heart, currently an IT consultant.",0,0,1,0,0,0,0,0,0
15616603,I enjoy movies and music festivals!,1,0,0,0,0,0,0,0,0
15616603,"my favorite books are fountain head, think & grow rich, & moved my cheese

My life motto is good luck , bad luck who knows?",1,0,0,0,0,0,0,0,0
29716517,"Super friendly guy, easy going and very relax.",0,0,0,0,1,0,0,0,0
29716517,Engineer and Flamenco Dancer.,1,0,1,0,0,0,0,0,0
29716517,Moved to Chicago on July 2011.,0,0,0,0,0,1,0,0,0
29716517,"Enjoy travel, A LOT!!!!",0,0,0,0,0,0,1,0,0
29716517,Music and arts... ,1,0,0,0,0,0,0,0,0
22130188,"Married couple, born and raised in Chicago, but we love to travel.",0,0,0,1,0,1,1,0,0
22130188,My husband retired (thank-God)  a Lieutenant after 30 years in Law Enforcement.,0,0,1,1,0,0,0,0,0
22130188,Our home is a vintage home with vintage furnishings which makes it cozy and comfortable.,0,0,0,0,0,0,0,1,0
22130188,It is situated in an urban neighborhood on a thoroughfare and close to public transportation.,0,0,0,0,0,0,0,1,0
22130188,We don't live at the house so after check-in you might not see much of us but we are available to answer any questions.  ,0,0,0,0,0,0,0,1,0
1384494,"I'm a music lover, and a food lover.",1,0,0,0,0,0,0,0,0
1384494,"I will travel great distances for a music fest, or to try the local cusine in a city.",1,0,0,0,0,0,1,0,0
1384494,"This world is amazing, and i want to enjoy what it has to offer. ",0,0,0,0,0,0,0,0,0
41574906,Hi!,0,0,0,0,0,0,0,1,0
41574906,We're late twenties / early thirties couple who galavant around town and go to cool events.,1,0,0,1,0,0,0,0,0
41574906,"We like to cook meals, see films at the Gene Siskel center and take our dogs to the dog parks.",1,0,0,0,0,0,0,0,0
41574906,MB is a web and mobile designer who reads tarot and goes to the gym and is reading Infinite Jest.,1,0,0,0,0,0,0,0,0
41574906,Stevie is the director of operations for an award winning coffee company who draws and collects lots of oddities.,0,0,1,0,0,0,0,0,0
41574906,We have both lived in Chicago for many years and enjoy the culture around us.,0,0,0,0,0,1,0,0,0
41574906,"We have tons of suggestions for things to do and would love to help you find what fits you and yours. 

",0,0,0,0,0,0,0,1,0
16237886,I'm Lawrence and this is my home.,0,0,0,0,0,0,0,1,0
16237886,"I'm Originally from Texas, but I've lived in Chicago for 6yrs.",0,0,0,0,0,1,0,0,0
16237886,I have just completed my first year in the hospitality industry as well as my first year as an AirBnB host.,0,0,1,0,0,0,0,0,0
16237886,"I love music, food, and meeting new and interesting people.",1,0,0,0,0,0,0,0,0
16237886,Which I hope to convey in the decor and vibe of my home.,0,0,0,0,0,0,0,1,0
16237886,"My favorite thing in the world is My Standard Poodle, Grey.",0,0,0,1,0,0,0,0,0
16237886,He's pretty great.,0,0,0,0,0,0,0,0,0
16237886,Travel is a hobby and passion of mine.,0,0,0,0,0,0,1,0,0
16237886,And sharing the experience of travel with my AirBnB guests fuels that passion.,0,0,0,0,0,0,1,1,0
16237886,"I look forward to meeting you!
",0,0,0,0,0,0,0,1,0
2356907,"Your beliefs don't make you a better person, it is your empathy and behavior that does.",0,1,0,0,0,0,0,0,0
2356907,Airbnb is built on relationships so here is a little about me.,0,0,0,0,1,0,0,0,0
2356907,"I am always optimistic, cheerful, caring, compassionate, cultured, pleasant,  a listener, trustworthy, honorable, liberal, open-minded, respectful, 50/50 introvert/extrovert, knowledgeable in numerous subjects and always open to learning new things.",0,0,0,0,1,0,0,0,0
2356907,I have traveled to over 93 countries and know 9 languages and am learning a few more.,0,0,0,0,0,0,1,0,0
2356907,I focus on languages because it is one of the truest way understanding another culture.,1,0,0,0,0,0,0,0,0
2356907,A whole new world opens out.,0,0,0,0,0,0,1,0,0
2356907,"I love discovery!This has made me very open minded in all avenues of life and helps me to relate to any culture, foods, language, religion, sexual orientation or person.",1,0,0,0,1,0,0,0,0
2356907,I also understand very well the needs of a traveler.,0,0,0,0,0,0,0,1,0
2356907,You will find staying with me an enriching experience.,0,0,0,0,0,0,0,1,0
2356907,"I have been criminal/background checked on Wyzant where I tutor students, also as an ex-employee of the U.S. Federal Government and the World Bank Group and other private corporations.",0,0,1,0,0,0,0,0,0
2356907,"I hold degrees at the Doctor, Master, and Bachelor levels.",0,0,1,0,0,0,0,0,0
2356907,"My areas of expertise are in medicine, sports health, preventative health, medical research, information technology, massage therapy, travel, and computer programming.",1,0,1,0,0,0,0,0,0
2356907,"I make a difference in the community by tutoring medical, dental, and science college and university level students.",0,0,1,0,0,0,0,0,0
2356907,I also volunteer and participate in helping others in various levels.,0,0,1,0,0,0,0,0,0
2356907,I love learning new things and my mind is never shut.,1,0,0,0,0,0,0,0,0
2356907,I look forward to discovering what you have to teach me!,0,0,0,0,0,0,0,1,0
8036366,Quiet and hardworking startup guy!,0,0,1,0,1,0,0,0,0
37587893,Hello!,0,0,0,0,0,0,0,1,0
37587893,My name is Ben and I live in Chicago where I work as an accountant.,0,0,1,0,0,1,0,0,0
37587893,Please feel free to reach out if you would be interested in staying at my place for an upcoming trip to Chicago.,0,0,0,0,0,1,0,1,0
3848556,Artist who works from home sometimes.,0,0,1,0,0,0,0,0,0
3848556,"I love Chicago and all it has to offer, important architecture, great food, wonderful museums and plenty of night life.",1,0,0,0,0,1,0,0,0
3848556,I have lived in Roscoe Village for over 10 years.,0,0,0,0,0,1,0,0,0
3848556,I'm helpful with city suggestions and great with hidden discounts around the city!,0,0,0,0,0,0,0,1,0
3848556,Biking is a great way to see the city and I bike whenever I can.,1,0,0,0,0,0,0,0,0
3848556,I may even have a bike to spare.,0,0,0,0,0,0,0,1,0
3848556,I love having guests in my home which I hope you find to be comfortable and clean.,0,0,0,0,0,0,0,1,0
3848556,"Chicago is a wonderful city, friendly and full of life!",0,0,0,0,0,1,0,0,0
668393,living in chicago,0,0,0,0,0,1,0,0,0
1652396,"I am a writer and editor, currently Senior Editor at Pipeline Magazine, a trade publication that focuses on international telecommunications business ((website hidden)).",0,0,1,0,0,0,0,0,0
1652396,I'm also a professional musician.,0,0,1,0,0,0,0,0,0
1652396,((website hidden)).,0,0,0,0,0,0,0,0,1
1652396,"I live in Chicago, IL, but currently, I'm staying in Hawaii for work and pleasure.",0,0,0,0,0,1,0,0,0
1652396,I love to travel and experience and learn about new cultures.,1,0,0,0,0,0,1,0,0
1652396,I'm 36 yrs.,0,0,0,0,0,0,0,0,1
1652396,old.,0,0,0,0,0,0,0,0,1
25247034,Hello!,0,0,0,0,0,0,0,1,0
25247034,"With extensive travel under my belt and having lived abroad for many years, I get what people are looking for when they're traveling - a comfortable space, private setting and the creature comforts of a home.",0,0,0,0,0,0,1,1,0
25247034,"Being that I share the apartment with guests, I try to make sure that I have any and all the amenities to make that possible.",0,0,0,0,0,0,0,1,0
25247034,Pilsen is a eclectic and diverse neighborhood with lots going on all the time.,0,0,0,0,0,1,0,0,0
25247034,"I couldn't think of a better home base in the city for myself, or for guests visiting.",0,0,0,0,0,0,0,1,0
25247034,"When I'm not working, I love to be active and out - whether that's riding my bike along the lake or going to a dog park with Hawkeye.",1,0,0,0,0,0,0,0,0
25247034,I'm an easy going person and respect the privacy of others.,0,0,0,0,1,0,0,0,0
11372429,"I currently live in Pilsen, a charming, diverse, art-driven southside neighborhood of Chicago, and am fairly new to Airbnb.",0,0,0,0,0,1,0,0,0
11372429,"Some of my many interests include reading, music, traveling, cycling, cooking, animals and nature.",1,0,0,0,0,0,0,0,0
11372429,I currently work within the restaurant industry in Chicago and actively participate in several non-profit organizations.,1,0,1,0,0,1,0,0,0
11372429,"As a host, you can expect me to be respectful, responsive, and hospitable.",0,0,0,0,0,0,0,1,0
11372429,I want to ensure that every guest feels comfortable and safe during their stay.,0,0,0,0,0,0,0,1,0
11372429,I simply ask that guests are respectful and rational in return.,0,0,0,0,0,0,0,1,0
11372429,"As a guest, you can expect me to be respectful, tidy, and considerate.",0,0,0,0,1,0,0,0,0
11372429,"While visiting, I plan on spending a lot of time exploring and getting to know the area I am staying.  ",0,0,0,0,0,0,1,0,0
4727511,"I currently live in Chicago, IL although my hometown is Nashville, TN.

",0,0,0,0,0,1,0,0,0
844195,"When I stayed at my first Airbnb space, I was instantly hooked.",0,0,0,0,0,0,1,0,0
844195,I enjoyed it so much that I wanted to share that experience with people visiting Chicago.,0,0,0,0,0,0,0,0,0
844195,"As a traveler, I love to explore a new city as if I were a local.",0,0,0,0,0,0,1,0,0
844195,Walking out of an Airbnb space into a neighborhood setting gives me that feeling.,0,0,0,0,0,0,0,0,1
844195,"As a host, I try to provide a seamless experience for guests.",0,0,0,0,0,0,0,1,0
844195,Check out the reviews below to get a sense of what it is like to stay at my place.,0,0,0,0,0,0,0,1,0
844195,"Safe travels to all!


",0,0,0,0,0,0,0,1,0
3230291,"In a nutshell, I am a fun 30s fellow who lives in Chicago and does high end interior design work.",0,0,1,0,0,1,0,0,0
3230291,I have always been interested in showing hospitality to others.,0,0,0,0,0,0,0,1,0
3230291,Before airbnb this was mostly done by inviting friends and others over to my home for dinner or cocktails....but I find it equally rewarding to be able to host a traveler and know that my home with influence their trip for the better.,0,0,0,0,0,0,0,1,0
3230291,As I am getting older I have decided that I really want to travel and see more of the world...but limited finances (coupled with my refusal to sit int he back of planes) as well as a desire to really get to see how people live and just not how tourists are treated makes this a great option for me!,0,0,0,0,0,0,1,0,0
3230291,"I have quite a few different interests, but I am very into anything design related (architecture, shops, urban life) and am an avid collector of mid century furnishings and love modern art from around 1910 to 1960.",1,0,0,0,0,0,0,0,0
3230291,I am happy to have one black cat (I like cat's but one is just enough to keep it interesting) and love to entertain friends often.,1,0,0,1,0,0,0,0,0
3230291,"I am also a sucker for British TV, and you will often find BBC America in the background.",1,0,0,0,0,0,0,0,0
3230291,"I was lucky enough to have the New York Times recently devote two entire pages to me in their home section, making me sound much more interesting in print as compared with in reality and publishing some lovely pictures of my life.",1,0,0,0,0,0,0,0,0
3230291,"Oh, and my favorite color is that of a wet seal.....greenish gray and shiny!",1,0,0,0,0,0,0,0,0
3553527,Casey from Chicago.,0,0,0,0,0,1,0,0,0
3553527,"I like cycling, tacos and basketball. ",1,0,0,0,0,0,0,0,0
24943839,My husband and I live in Chicago and travel on the weekends.,0,0,0,0,0,1,1,0,0
24943839,"When we travel, we like to stay somewhere that feels like home and is unique.",0,0,0,0,0,0,1,1,0
24943839,We hope you consider us when looking to plan a trip to Chicago.,0,0,0,0,0,1,0,1,0
39965350,"Hi, i'm your host, Russ!",0,0,0,0,0,0,0,1,0
39965350,I'm a chocolatier for a European company based downtown in Chicago.,0,0,1,0,0,0,0,0,0
39965350,"I love all the good things in life: food, coffee, desserts, cocktails, music, nature, etc.",1,0,0,0,0,0,0,0,0
39965350,I'm an easy going host who can give you space or  possibly be your tour guide for the weekend if you like.,0,0,0,0,0,0,0,1,0
39965350,"I love to meet new people from all over the world (who speak English), with great stories, diverse backgrounds and a zest for life.",0,0,0,0,0,0,0,0,0
39965350,I hope to host vibrant people with great manners who will respect my property and my neighbors. ,0,0,0,0,0,0,0,1,0
11517653,I'm a managing director at a Great Lakes environmental and economic development non-profit.,0,0,1,0,0,0,0,0,0
11517653,It keeps me pretty busy these days.,0,0,0,0,0,0,0,0,0
11517653,"I'm originally from Wisconsin, went to school down in New Orleans and Houston, and have been in Chicago for over 10 years now.",0,0,0,0,0,1,0,0,0
11517653,"It's a great town with lots to experience, and tons of great food.",0,0,0,0,0,0,0,1,0
11517653,I'm a pretty laid back guy overall.,0,0,0,0,1,0,0,0,0
11517653,"I have a general optimistic outlook, with a healthy balance of pragmatism and snark.",0,0,0,0,1,0,0,0,0
11517653,"As for hobbies, when I'm able: bowling, tennis and volleyball; and, I really like playing trivia. ",1,0,0,0,0,0,0,0,0
11912747,Student of finance ,0,0,1,0,0,0,0,0,0
33166865,I was born and raised in the Windy City.,0,0,0,0,0,1,0,0,0
33166865,"And no, Chicago is not called the Windy City because of the wind.",0,0,0,0,0,1,0,0,0
33166865,(Please look it up)  I have a great sense of humor and I'm a big sports enthusiast.,1,0,0,0,1,0,0,0,0
33166865,I especially love baseball and I am a very big Chicago Cubs fan.,1,0,0,0,0,0,0,0,0
33166865,That's my curse!,0,0,0,0,0,0,0,0,1
33166865,I love meeting new people and I enjoy my time with my girlfriend while visiting museums and awesome restaurants through out this wonderful city.,1,0,0,1,0,0,0,0,0
33166865,"I especially enjoy the culture and diversity of this great city

",1,0,0,0,0,0,0,0,0
25039507,Short Stay Chicago began renting professionally furnished studios in 2005.,0,0,0,0,0,1,0,0,0
25039507,Our apartments are all located in the Gold Coast neighborhood which is very close to all the wonderful things that Chicago has to offer.,0,0,0,0,0,1,0,1,0
25039507,We hope that you will rent with us - and allow us to provide you will enjoyable accommodations with your short stay in Chicago.  ,0,0,0,0,0,1,0,1,0
7721079,High school teacher in the city of Chicago.,0,0,1,0,0,1,0,0,0
7721079,Coach track and field in the suburbs.,0,0,1,0,0,0,0,0,0
7721079,"My dog is my homie, it's her house too.",0,0,0,1,0,0,0,0,0
7721079,"I enjoy visiting new places, mainly relaxing ones.",0,0,0,0,0,0,1,0,0
7721079,I am very open and sociable.,0,0,0,0,1,0,0,0,0
11130498,31 year old professional born and raised in NYC.,0,0,1,0,0,1,0,0,0
11130498,"Courteous, efficient, respectful, clean and trustworthy host.  ",0,0,0,0,1,0,0,0,0
22688856,"I've lived in New York City for over 10 years, all of that time in the East Village and the Lower East Side (where I am now).",0,0,0,0,0,1,0,0,0
22688856,"I love the city, and never plan to leave...",0,0,0,0,0,0,0,0,0
22688856,Although travelling is my passion.,0,0,0,0,0,0,1,0,0
22688856,"Just this year, I've been to Colombia, Qatar, Morocco, Mongolia, Palm Springs (California)...and more!",0,0,0,0,0,0,1,0,0
22688856,And I've loved (almost) every minute.,1,0,0,0,0,0,0,0,0
22688856,"I'm really excited at the prospect of being on the other side, helping other people travel and deal with a new location.",0,0,0,0,0,0,1,1,0
22688856,"The Lower East Side is a fun, historic, friendly neighborhood.",0,0,0,0,0,1,0,0,0
22688856,"Just the block I live on could keep you entertained for a while (9 restaurants, 4 bars, 2 coffee shops, etc.)",0,0,0,0,0,1,0,0,0
22688856,and is the perfect place to begin and end your day if you're exploring the city.,0,0,0,0,0,0,0,1,0
22688856,"I've been here a while, so am excited to share recommendations (if you like Mexican food, I'm your guy).",0,0,0,0,0,1,0,1,0
2216368,"I am an actress and writer living on the Lower East Side. 
",0,0,1,0,0,1,0,0,0
38762857,Travel helps never get too used to anything.,0,0,0,0,0,0,1,0,0
